date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:51	14235/14235	---M-Z	200	added ('OK')	text/css	etag:%22379b-65661a39-4ec6325dc443a205;gz%22	https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.3.81	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min1ad5.css	(from https://garantaofertasoline.com/)
20:03:52	388903/388903	---M-Z	200	added ('OK')	text/css	etag:%225ef27-65661a39-f190a8cf5b15dead;gz%22	https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.3.81	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min1ad5.css	(from https://garantaofertasoline.com/)
20:03:52	15055/15055	---M-Z	200	added ('OK')	application/x-javascript	etag:%223acf-65b3ecc9-803b89f3412c93f9;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.18.3	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minf3b2.js	(from https://garantaofertasoline.com/)
20:03:52	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-65e11166-c003676b7ddfbc66;gz%22	https://projeto-net.online/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/jquery/jquery.minf43b.js	(from https://garantaofertasoline.com/)
20:03:53	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65e11166-2afa1dad495945c4;gz%22	https://projeto-net.online/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://garantaofertasoline.com/)
20:03:53	10101/10101	---M-Z	200	added ('OK')	text/css	etag:%222775-65b3ecc9-3573614e9be0d638;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://garantaofertasoline.com/)
20:03:54	93323/93323	---M-Z	200	added ('OK')	text/html	etag:%2216c8b-669b425b-8c735f8608b47438;gz%22	https://garantaofertasoline.com/p2/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/p2/index.html	(from https://garantaofertasoline.com/)
20:03:54	54070/54070	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202024%2023:08:18%20GMT	https://projeto-net.online/wp-content/uploads/2024/02/4fa34262-06c6-4f76-8a54-885430ea3851.png	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/2024/02/4fa34262-06c6-4f76-8a54-885430ea3851.png	(from https://garantaofertasoline.com/)
20:03:54	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-65b3ecc9-2a746e46b92f5971;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.18.3	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/lib/animations/animations.minf3b2.css	(from https://garantaofertasoline.com/)
20:03:54	43009/43009	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a801-65661a39-ff991fbb32ec91f7;gz%22	https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from https://garantaofertasoline.com/)
20:03:54	15408/15408	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c30-65661a39-48475eec77fa1d32;gz%22	https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from https://garantaofertasoline.com/)
20:03:54	17272/17272	---M-Z	200	added ('OK')	application/x-javascript	etag:%224378-65661a39-5ca8ea350df82b3d;gz%22	https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://garantaofertasoline.com/)
20:03:55	9225/9225	---M-Z	200	added ('OK')	application/x-javascript	etag:%222409-65661a31-64cc8aa9d015ed09;gz%22	https://projeto-net.online/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.9	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min271b.js	(from https://garantaofertasoline.com/)
20:03:55	44673/44673	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ae81-65661a40-fdf397c1635b0458;gz%22	https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.9.1.1	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min40a1.js	(from https://garantaofertasoline.com/)
20:03:55	1801/1801	---M-Z	200	added ('OK')	application/x-javascript	etag:%22709-65b3ecc9-50f7cd04bab2901b;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://garantaofertasoline.com/)
20:03:56	5667/5667	---M-Z	200	added ('OK')	application/x-javascript	etag:%221623-656619b1-ffdefb512580a841;gz%22	https://projeto-net.online/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.17.0	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.mine7ad.js	(from https://garantaofertasoline.com/)
20:03:56	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-65b3ecc9-e11db418f14d876a;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.18.3	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/js/webpack.runtime.minf3b2.js	(from https://garantaofertasoline.com/)
20:03:56	60173/60173	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eb0d-65b3ecc9-63f02c32405b4455;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.18.3	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/js/frontend-modules.minf3b2.js	(from https://garantaofertasoline.com/)
20:03:57	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-65e11166-1d44efa04473372b;gz%22	https://projeto-net.online/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://garantaofertasoline.com/)
20:03:57	6625/6625	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219e1-65e11166-4469558e885ae5f2;gz%22	https://projeto-net.online/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://garantaofertasoline.com/)
20:03:57	38590/38590	---M-Z	200	added ('OK')	application/x-javascript	etag:%2296be-6655fa0d-1a7f22ec4ffdfc2c;gz%22	https://projeto-net.online/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://garantaofertasoline.com/)
20:03:58	4307/4307	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210d3-6655fa0d-3bd7ee2aa02c8e68;gz%22	https://projeto-net.online/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/dist/hooks.min2757.js	(from https://garantaofertasoline.com/)
20:03:58	9141/9141	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b5-6655fa0d-e96ee9d25fb5cac3;gz%22	https://projeto-net.online/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/dist/i18n.minc33c.js	(from https://garantaofertasoline.com/)
20:03:58	24404/24404	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f54-656619b1-799208d19de9f916;gz%22	https://projeto-net.online/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.17.0	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor-pro/assets/js/frontend.mine7ad.js	(from https://garantaofertasoline.com/)
20:03:58	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-65b3ecc9-3e57453f827afb62;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://garantaofertasoline.com/)
20:03:59	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-65e11166-e095aec73c584466;gz%22	https://projeto-net.online/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-includes/js/jquery/ui/core.min3f14.js	(from https://garantaofertasoline.com/)
20:03:59	40436/40436	---M-Z	200	added ('OK')	application/x-javascript	etag:%229df4-65b3ecc9-604eda7764394dbd;gz%22	https://projeto-net.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor/assets/js/frontend.minf3b2.js	(from https://garantaofertasoline.com/)
20:03:59	35399/35399	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a47-656619b1-4d8369ca2e2ba77a;gz%22	https://projeto-net.online/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.17.0	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/elementor-pro/assets/js/elements-handlers.mine7ad.js	(from https://garantaofertasoline.com/)
20:04:00	214723/214723	---M-Z	200	added ('OK')	application/x-javascript	etag:%22346c3-65661a39-3ddc62d982eeb19f;gz%22	https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.3.81	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min1ad5.js	(from https://garantaofertasoline.com/)
20:04:00	5805/5805	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216ad-65661a39-df6529d481f983a4;gz%22	https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.3.81	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min1ad5.js	(from https://garantaofertasoline.com/)
20:04:00	49943/49943	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202024%2023:08:25%20GMT	https://projeto-net.online/wp-content/uploads/2024/02/Inserir-um-titulo-11.png	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/2024/02/Inserir-um-titulo-11.png	(from https://projeto-net.online/wp-content/uploads/elementor/css/post-4805.css?ver=1720806995)
20:04:01	123520/123520	---M--	200	added ('OK')	font/woff2	etag:%221e280-65661a40-40566c3a6fc5b265;;;%22	https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	(from https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.9.1.1)
20:04:02	294780/294780	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2247f7c-65661a40-fcba9bb42ef2a380;;;%22	https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	(from https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.9.1.1)
20:04:02	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-4a585be14d7abac0;gz%22	https://garantaofertasoline.com/Trident/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/Trident/index.html	(from https://projeto-net.online/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.18.3)
20:04:02	775444/775444	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bd514-65661a40-f7b983206324f988;gz%22	https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	(from https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.9.1.1)
20:04:02	11442/11442	---M-Z	200	added ('OK')	text/css	etag:%222cb2-66abd123-2d4b763d2eae66e6;gz%22	https://projeto-net.online/wp-content/uploads/elementor/css/post-1546.css?ver=1720806918	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/elementor/css/post-15466966.css	(from https://garantaofertasoline.com/p2/)
20:04:03	170044/170044	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2023:08:28%20GMT	https://projeto-net.online/wp-content/uploads/2024/06/ft1.jpg	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/2024/06/ft1.jpg	(from https://garantaofertasoline.com/p2/)
20:04:04	93328/93328	---M-Z	200	added ('OK')	text/html	etag:%2216c90-669b42c1-275860a5a2b3eb00;gz%22	https://garantaofertasoline.com/p3/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/p3/index.html	(from https://garantaofertasoline.com/p2/)
20:04:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-4a585be14d7abac0;gz%22	https://garantaofertasoline.com/GET	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/GET.2e.delayed	(from https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6)
20:04:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-4a585be14d7abac0;gz%22	https://garantaofertasoline.com/Error%20pJS%20-%20No%20image.src	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/Error%20pJS%20-%20No%20image.src	(from https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6)
20:04:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-4a585be14d7abac0;gz%22	https://garantaofertasoline.com/Edge/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/Edge/index.html	(from https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7)
20:04:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-4a585be14d7abac0;gz%22	https://garantaofertasoline.com/-negative.svg	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/-negative.svg	(from https://projeto-net.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3)
20:04:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-4a585be14d7abac0;gz%22	https://garantaofertasoline.com/window.location.href	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/window.location.href	(from https://projeto-net.online/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.17.0)
20:04:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-4a585be14d7abac0;gz%22	https://garantaofertasoline.com/OPR/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/OPR/index.html	(from https://projeto-net.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3)
20:04:06	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%222295f1f86ef603c660b342786c1de45f%22	https://connect.facebook.net/en_US/sdk.js	C:/Users/brenn/Documents/totkktok/tiktok/connect.facebook.net/en_US/sdk.js	(from https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.3.81)
20:04:07	873/873	---MC-	200	added ('OK')	text/javascript	date:Tue,%2006%20Aug%202024%2023:08:31%20GMT	https://www.google.com/recaptcha/api.js?render=	C:/Users/brenn/Documents/totkktok/tiktok/www.google.com/recaptcha/api3398.js	(from https://projeto-net.online/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.3.81)
20:04:07	112/112	---M-Z	200	added ('OK')	text/plain	etag:%22125428-1722985712;gz%22	https://projeto-net.online/robots.txt		(from https://projeto-net.online/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.9.1.1)
20:04:08	11442/11442	---M-Z	200	added ('OK')	text/css	etag:%222cb2-66aba096-b8d52a15d1b2bbc0;gz%22	https://projeto-net.online/wp-content/uploads/elementor/css/post-4573.css?ver=1720807003	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/elementor/css/post-457315cf.css	(from https://garantaofertasoline.com/p3/)
20:04:09	95161/95161	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2023:08:33%20GMT	https://projeto-net.online/wp-content/uploads/2024/06/ft2.jpg	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/2024/06/ft2.jpg	(from https://garantaofertasoline.com/p3/)
20:04:09	93339/93339	---M-Z	200	added ('OK')	text/html	etag:%2216c9b-669b430f-c25a618868d3d763;gz%22	https://garantaofertasoline.com/p4/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/p4/index.html	(from https://garantaofertasoline.com/p3/)
20:04:09	11442/11442	---M-Z	200	added ('OK')	text/css	etag:%222cb2-66aba0f6-4a5ed8f8e774757e;gz%22	https://projeto-net.online/wp-content/uploads/elementor/css/post-4578.css?ver=1720807671	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/elementor/css/post-45789f9e.css	(from https://garantaofertasoline.com/p4/)
20:04:10	159854/159854	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2023:08:34%20GMT	https://projeto-net.online/wp-content/uploads/2024/06/ft3.jpg	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/2024/06/ft3.jpg	(from https://garantaofertasoline.com/p4/)
20:04:10	85292/85292	---M-Z	200	added ('OK')	text/html	etag:%2214d2c-669b435d-154ade143062e4c3;gz%22	https://garantaofertasoline.com/p5/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/p5/index.html	(from https://garantaofertasoline.com/p4/)
20:04:10	11529/11529	---M-Z	200	added ('OK')	text/css	etag:%222d09-669170ff-7ba7051c634e2cc5;gz%22	https://projeto-net.online/wp-content/uploads/elementor/css/post-4583.css?ver=1720807679	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/elementor/css/post-45836697.css	(from https://garantaofertasoline.com/p5/)
20:04:11	87864/87864	---M-Z	200	added ('OK')	text/html	etag:%2215738-669b43d4-b3a2fcbaec49494b;gz%22	https://garantaofertasoline.com/p6/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/p6/index.html	(from https://garantaofertasoline.com/p5/)
20:04:11	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/Users/brenn/Documents/totkktok/tiktok/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://garantaofertasoline.com/p5/)
20:04:11	12280/12280	---M-Z	200	added ('OK')	text/css	etag:%222ff8-66917113-9cc3ec0a2bc4b475;gz%22	https://projeto-net.online/wp-content/uploads/elementor/css/post-4588.css?ver=1720807699	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/elementor/css/post-4588e5fc.css	(from https://garantaofertasoline.com/p6/)
20:04:12	84411/84411	---M-Z	200	added ('OK')	text/html	etag:%22149bb-669b4410-ac48a5310435104f;gz%22	https://garantaofertasoline.com/p7/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/p7/index.html	(from https://garantaofertasoline.com/p6/)
20:04:12	10907/10907	---M-Z	200	added ('OK')	text/css	etag:%222a9b-66917476-e8b2529407a366e;gz%22	https://projeto-net.online/wp-content/uploads/elementor/css/post-4596.css?ver=1720808566	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/elementor/css/post-4596b853.css	(from https://garantaofertasoline.com/p7/)
20:04:13	93332/93332	---M-Z	200	added ('OK')	text/html	etag:%2216c94-669b4447-646d52cc6bf9567;gz%22	https://garantaofertasoline.com/p8/	C:/Users/brenn/Documents/totkktok/tiktok/garantaofertasoline.com/p8/index.html	(from https://garantaofertasoline.com/p7/)
20:04:13	11675/11675	---M-Z	200	added ('OK')	text/css	etag:%222d9b-66abb72d-8ef6915de779440d;gz%22	https://projeto-net.online/wp-content/uploads/elementor/css/post-4914.css?ver=1720808582	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/elementor/css/post-4914fbef.css	(from https://garantaofertasoline.com/p8/)
20:04:14	83711/83711	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Aug%202024%2023:08:38%20GMT	https://projeto-net.online/wp-content/uploads/2024/06/ft4.jpg	C:/Users/brenn/Documents/totkktok/tiktok/projeto-net.online/wp-content/uploads/2024/06/ft4.jpg	(from https://garantaofertasoline.com/p8/)
